RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
55,55,2023-03-08 09:59:57.0647255,9,Info,Microsoft-Windows-Ntfs,Microsoft-Windows-Ntfs/Operational,4,384,DC01.forela.local,0,S-1-5-18,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-1\Artifacts\Microsoft-Windows-NTFS.evtx,0x4000000000200000,0,"{""EventData"":{""Data"":[{""@Name"":""VolumeCorrelationId"",""#text"":""17a28535-1e81-4f9f-8b4a-85bb7474b0c9""},{""@Name"":""VolumeIdLength"",""#text"":""2""},{""@Name"":""VolumeId"",""#text"":""C:""},{""@Name"":""VolumeLabelLength"",""#text"":""0""},{""@Name"":""VolumeLabel""},{""@Name"":""DeviceNameLength"",""#text"":""23""},{""@Name"":""DeviceName"",""#text"":""\\Device\\HarddiskVolume3""},{""@Name"":""DeviceGuid"",""#text"":""7b6f1752-bd95-6e22-e3a5-6ee8419ecad7""},{""@Name"":""VendorIdLength"",""#text"":""0""},{""@Name"":""VendorId""},{""@Name"":""ProductIdLength"",""#text"":""24""},{""@Name"":""ProductId"",""#text"":""VMware Virtual NVMe Disk""},{""@Name"":""ProductRevisionLength"",""#text"":""3""},{""@Name"":""ProductRevision"",""#text"":""1.0""},{""@Name"":""DeviceSerialNumberLength"",""#text"":""16""},{""@Name"":""DeviceSerialNumber"",""#text"":""VMWare NVME_0000""},{""@Name"":""BusType"",""#text"":""17""},{""@Name"":""AdapterSerialNumberLength"",""#text"":""16""},{""@Name"":""AdapterSerialNumber"",""#text"":""VMWare NVME_0000""},{""@Name"":""DurationUs"",""#text"":""12928""},{""@Name"":""InputFlags"",""#text"":""0xE""},{""@Name"":""Reason"",""#text"":""1""},{""@Name"":""Flags"",""#text"":""0x10""}]}}"
56,56,2023-03-08 09:59:57.0647404,10,Info,Microsoft-Windows-Ntfs,Microsoft-Windows-Ntfs/Operational,4,384,DC01.forela.local,0,S-1-5-18,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-1\Artifacts\Microsoft-Windows-NTFS.evtx,0x4000000000200000,0,"{""EventData"":{""Data"":[{""@Name"":""VolumeCorrelationId"",""#text"":""17a28535-1e81-4f9f-8b4a-85bb7474b0c9""},{""@Name"":""VolumeId"",""#text"":""C:""},{""@Name"":""VolumeLabel""},{""@Name"":""DeviceName"",""#text"":""\\Device\\HarddiskVolume3""},{""@Name"":""DeviceGuid"",""#text"":""7b6f1752-bd95-6e22-e3a5-6ee8419ecad7""},{""@Name"":""VendorId""},{""@Name"":""ProductId"",""#text"":""VMware Virtual NVMe Disk""},{""@Name"":""ProductRevision"",""#text"":""1.0""},{""@Name"":""DeviceSerialNumber"",""#text"":""VMWare NVME_0000""},{""@Name"":""BusType"",""#text"":""17""},{""@Name"":""AdapterSerialNumber"",""#text"":""VMWare NVME_0000""},{""@Name"":""MediaType"",""#text"":""1""},{""@Name"":""RunsCached"",""#text"":""526""},{""@Name"":""LongestRunCached"",""#text"":""93307809792""},{""@Name"":""LongestRunCachedStr"",""#text"":""86.90 GB""},{""@Name"":""MostPopulatedBinCount"",""#text"":""56""},{""@Name"":""MostPopulatedBinMinLength"",""#text"":""0""},{""@Name"":""MostPopulatedBinMinLengthStr"",""#text"":""0 Bytes""},{""@Name"":""MostPopulatedBinMaxLength"",""#text"":""4096""},{""@Name"":""MostPopulatedBinMaxLengthStr"",""#text"":""4 KB""},{""@Name"":""TotalCachedRuns"",""#text"":""1""},{""@Name"":""CachedRunsLogged"",""#text"":""1""},{""@Name"":""CachedRunsAlignment"",""#text"":""1""},{""@Name"":""RunsInCachedRuns"",""#text"":""526""},{""@Name"":""LongestRunInCachedRuns"",""#text"":""93307809792""},{""@Name"":""MostPopulatedBinCountInCachedRuns"",""#text"":""56""},{""@Name"":""MostPopulatedBinMinLengthInCachedRuns"",""#text"":""0""},{""@Name"":""MostPopulatedBinMaxLengthInCachedRuns"",""#text"":""4096""}]}}"
57,57,2023-03-08 09:59:57.0647525,4,Info,Microsoft-Windows-Ntfs,Microsoft-Windows-Ntfs/Operational,4,32,DC01.forela.local,0,S-1-5-18,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-1\Artifacts\Microsoft-Windows-NTFS.evtx,0x4001000000000020,0,"{""EventData"":{""Data"":[{""@Name"":""VolumeCorrelationId"",""#text"":""17a28535-1e81-4f9f-8b4a-85bb7474b0c9""},{""@Name"":""VolumeIdLength"",""#text"":""2""},{""@Name"":""VolumeId"",""#text"":""C:""},{""@Name"":""VolumeLabelLength"",""#text"":""0""},{""@Name"":""VolumeLabel""},{""@Name"":""DeviceNameLength"",""#text"":""23""},{""@Name"":""DeviceName"",""#text"":""\\Device\\HarddiskVolume3""},{""@Name"":""DeviceGuid"",""#text"":""7b6f1752-bd95-6e22-e3a5-6ee8419ecad7""},{""@Name"":""VendorIdLength"",""#text"":""0""},{""@Name"":""VendorId""},{""@Name"":""ProductIdLength"",""#text"":""24""},{""@Name"":""ProductId"",""#text"":""VMware Virtual NVMe Disk""},{""@Name"":""ProductRevisionLength"",""#text"":""3""},{""@Name"":""ProductRevision"",""#text"":""1.0""},{""@Name"":""DeviceSerialNumberLength"",""#text"":""16""},{""@Name"":""DeviceSerialNumber"",""#text"":""VMWare NVME_0000""},{""@Name"":""BusType"",""#text"":""17""},{""@Name"":""AdapterSerialNumberLength"",""#text"":""16""},{""@Name"":""AdapterSerialNumber"",""#text"":""VMWare NVME_0000""},{""@Name"":""Vcb"",""#text"":""0xFFFFE183704F91B0""},{""@Name"":""MountDurationUs"",""#text"":""31615""},{""@Name"":""MountDuration"",""#text"":""31 ms""},{""@Name"":""LongestStage"",""#text"":""8""},{""@Name"":""LongestStageDuration"",""#text"":""16 ms""},{""@Name"":""LongestStagePercentage"",""#text"":""51""},{""@Name"":""SecondLongestStage"",""#text"":""7""},{""@Name"":""SecondLongestStageDuration"",""#text"":""15 ms""},{""@Name"":""SecondLongestStagePercentage"",""#text"":""49""},{""@Name"":""RestartApplied"",""#text"":""False""},{""@Name"":""IsBootVolume"",""#text"":""True""},{""@Name"":""Stage1DurationUs"",""#text"":""0""},{""@Name"":""Stage2DurationUs"",""#text"":""0""},{""@Name"":""Stage3DurationUs"",""#text"":""0""},{""@Name"":""Stage4DurationUs"",""#text"":""0""},{""@Name"":""Stage5DurationUs"",""#text"":""0""},{""@Name"":""Stage6DurationUs"",""#text"":""0""},{""@Name"":""Stage7DurationUs"",""#text"":""15540""},{""@Name"":""Stage8DurationUs"",""#text"":""16075""},{""@Name"":""Stage9DurationUs"",""#text"":""0""},{""@Name"":""Stage10DurationUs"",""#text"":""0""}]}}"
58,58,2023-03-08 09:59:59.2656491,9,Info,Microsoft-Windows-Ntfs,Microsoft-Windows-Ntfs/Operational,4,392,DC01.forela.local,0,S-1-5-18,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-1\Artifacts\Microsoft-Windows-NTFS.evtx,0x4000000000200000,0,"{""EventData"":{""Data"":[{""@Name"":""VolumeCorrelationId"",""#text"":""c526ee1b-ba64-405c-a85b-a486eddd36cb""},{""@Name"":""VolumeIdLength"",""#text"":""48""},{""@Name"":""VolumeId"",""#text"":""\\\\?\\Volume{c526ee1b-ba64-405c-a85b-a486eddd36cb}""},{""@Name"":""VolumeLabelLength"",""#text"":""0""},{""@Name"":""VolumeLabel""},{""@Name"":""DeviceNameLength"",""#text"":""23""},{""@Name"":""DeviceName"",""#text"":""\\Device\\HarddiskVolume4""},{""@Name"":""DeviceGuid"",""#text"":""7b6f1752-bd95-6e22-e3a5-6ee8419ecad7""},{""@Name"":""VendorIdLength"",""#text"":""0""},{""@Name"":""VendorId""},{""@Name"":""ProductIdLength"",""#text"":""24""},{""@Name"":""ProductId"",""#text"":""VMware Virtual NVMe Disk""},{""@Name"":""ProductRevisionLength"",""#text"":""3""},{""@Name"":""ProductRevision"",""#text"":""1.0""},{""@Name"":""DeviceSerialNumberLength"",""#text"":""16""},{""@Name"":""DeviceSerialNumber"",""#text"":""VMWare NVME_0000""},{""@Name"":""BusType"",""#text"":""17""},{""@Name"":""AdapterSerialNumberLength"",""#text"":""16""},{""@Name"":""AdapterSerialNumber"",""#text"":""VMWare NVME_0000""},{""@Name"":""DurationUs"",""#text"":""166""},{""@Name"":""InputFlags"",""#text"":""0xE""},{""@Name"":""Reason"",""#text"":""1""},{""@Name"":""Flags"",""#text"":""0x10""}]}}"
59,59,2023-03-08 09:59:59.2656528,10,Info,Microsoft-Windows-Ntfs,Microsoft-Windows-Ntfs/Operational,4,392,DC01.forela.local,0,S-1-5-18,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-1\Artifacts\Microsoft-Windows-NTFS.evtx,0x4000000000200000,0,"{""EventData"":{""Data"":[{""@Name"":""VolumeCorrelationId"",""#text"":""c526ee1b-ba64-405c-a85b-a486eddd36cb""},{""@Name"":""VolumeId"",""#text"":""\\\\?\\Volume{c526ee1b-ba64-405c-a85b-a486eddd36cb}""},{""@Name"":""VolumeLabel""},{""@Name"":""DeviceName"",""#text"":""\\Device\\HarddiskVolume4""},{""@Name"":""DeviceGuid"",""#text"":""7b6f1752-bd95-6e22-e3a5-6ee8419ecad7""},{""@Name"":""VendorId""},{""@Name"":""ProductId"",""#text"":""VMware Virtual NVMe Disk""},{""@Name"":""ProductRevision"",""#text"":""1.0""},{""@Name"":""DeviceSerialNumber"",""#text"":""VMWare NVME_0000""},{""@Name"":""BusType"",""#text"":""17""},{""@Name"":""AdapterSerialNumber"",""#text"":""VMWare NVME_0000""},{""@Name"":""MediaType"",""#text"":""1""},{""@Name"":""RunsCached"",""#text"":""2""},{""@Name"":""LongestRunCached"",""#text"":""25133056""},{""@Name"":""LongestRunCachedStr"",""#text"":""23.97 MB""},{""@Name"":""MostPopulatedBinCount"",""#text"":""1""},{""@Name"":""MostPopulatedBinMinLength"",""#text"":""0""},{""@Name"":""MostPopulatedBinMinLengthStr"",""#text"":""0 Bytes""},{""@Name"":""MostPopulatedBinMaxLength"",""#text"":""4096""},{""@Name"":""MostPopulatedBinMaxLengthStr"",""#text"":""4 KB""},{""@Name"":""TotalCachedRuns"",""#text"":""1""},{""@Name"":""CachedRunsLogged"",""#text"":""1""},{""@Name"":""CachedRunsAlignment"",""#text"":""1""},{""@Name"":""RunsInCachedRuns"",""#text"":""2""},{""@Name"":""LongestRunInCachedRuns"",""#text"":""25133056""},{""@Name"":""MostPopulatedBinCountInCachedRuns"",""#text"":""1""},{""@Name"":""MostPopulatedBinMinLengthInCachedRuns"",""#text"":""0""},{""@Name"":""MostPopulatedBinMaxLengthInCachedRuns"",""#text"":""4096""}]}}"
60,60,2023-03-08 09:59:59.2656623,4,Info,Microsoft-Windows-Ntfs,Microsoft-Windows-Ntfs/Operational,4,460,DC01.forela.local,0,S-1-5-18,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-1\Artifacts\Microsoft-Windows-NTFS.evtx,0x4001000000000020,0,"{""EventData"":{""Data"":[{""@Name"":""VolumeCorrelationId"",""#text"":""c526ee1b-ba64-405c-a85b-a486eddd36cb""},{""@Name"":""VolumeIdLength"",""#text"":""48""},{""@Name"":""VolumeId"",""#text"":""\\\\?\\Volume{c526ee1b-ba64-405c-a85b-a486eddd36cb}""},{""@Name"":""VolumeLabelLength"",""#text"":""0""},{""@Name"":""VolumeLabel""},{""@Name"":""DeviceNameLength"",""#text"":""23""},{""@Name"":""DeviceName"",""#text"":""\\Device\\HarddiskVolume4""},{""@Name"":""DeviceGuid"",""#text"":""7b6f1752-bd95-6e22-e3a5-6ee8419ecad7""},{""@Name"":""VendorIdLength"",""#text"":""0""},{""@Name"":""VendorId""},{""@Name"":""ProductIdLength"",""#text"":""24""},{""@Name"":""ProductId"",""#text"":""VMware Virtual NVMe Disk""},{""@Name"":""ProductRevisionLength"",""#text"":""3""},{""@Name"":""ProductRevision"",""#text"":""1.0""},{""@Name"":""DeviceSerialNumberLength"",""#text"":""16""},{""@Name"":""DeviceSerialNumber"",""#text"":""VMWare NVME_0000""},{""@Name"":""BusType"",""#text"":""17""},{""@Name"":""AdapterSerialNumberLength"",""#text"":""16""},{""@Name"":""AdapterSerialNumber"",""#text"":""VMWare NVME_0000""},{""@Name"":""Vcb"",""#text"":""0xFFFFE18370D9B1B0""},{""@Name"":""MountDurationUs"",""#text"":""0""},{""@Name"":""MountDuration"",""#text"":""0 us""},{""@Name"":""LongestStage"",""#text"":""0""},{""@Name"":""LongestStageDuration"",""#text"":""0 us""},{""@Name"":""LongestStagePercentage"",""#text"":""0""},{""@Name"":""SecondLongestStage"",""#text"":""0""},{""@Name"":""SecondLongestStageDuration"",""#text"":""0 us""},{""@Name"":""SecondLongestStagePercentage"",""#text"":""0""},{""@Name"":""RestartApplied"",""#text"":""False""},{""@Name"":""IsBootVolume"",""#text"":""False""},{""@Name"":""Stage1DurationUs"",""#text"":""0""},{""@Name"":""Stage2DurationUs"",""#text"":""0""},{""@Name"":""Stage3DurationUs"",""#text"":""0""},{""@Name"":""Stage4DurationUs"",""#text"":""0""},{""@Name"":""Stage5DurationUs"",""#text"":""0""},{""@Name"":""Stage6DurationUs"",""#text"":""0""},{""@Name"":""Stage7DurationUs"",""#text"":""0""},{""@Name"":""Stage8DurationUs"",""#text"":""0""},{""@Name"":""Stage9DurationUs"",""#text"":""0""},{""@Name"":""Stage10DurationUs"",""#text"":""0""}]}}"
61,61,2023-03-08 10:00:02.6200083,142,Info,Microsoft-Windows-Ntfs,Microsoft-Windows-Ntfs/Operational,4,388,DC01.forela.local,1,S-1-5-18,NTFS-formatted drive attached,,,VolumeName: C:,IsBootVolume: True,"LowestFreeSpaceInBytes: ","HighestFreeSpaceInBytes: ",,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-1\Artifacts\Microsoft-Windows-NTFS.evtx,0x4000000000200000,0,"{""EventData"":{""Data"":[{""@Name"":""VolumeGuid"",""#text"":""17a28535-1e81-4f9f-8b4a-85bb7474b0c9""},{""@Name"":""VolumeNameLength"",""#text"":""2""},{""@Name"":""VolumeName"",""#text"":""C:""},{""@Name"":""IsBootVolume"",""#text"":""True""},{""@Name"":""ElapsedSeconds"",""#text"":""0""},{""@Name"":""AvailabeSpaceMinStr"",""#text"":""87.63 GB""},{""@Name"":""AvailabeSpaceMaxStr"",""#text"":""87.68 GB""},{""@Name"":""AvailabeSpaceDeltaStr"",""#text"":""42.40 MB""},{""@Name"":""AvailableClustersMin"",""#text"":""22971343""},{""@Name"":""AvailableClustersMax"",""#text"":""22982197""},{""@Name"":""UnallocatedClustersMin"",""#text"":""22982020""},{""@Name"":""UnallocatedClustersMax"",""#text"":""22982570""},{""@Name"":""ReservedClustersMin"",""#text"":""9616""},{""@Name"":""ReservedClustersMax"",""#text"":""9616""},{""@Name"":""TxfAbortReservedClustersMin"",""#text"":""1024""},{""@Name"":""TxfAbortReservedClustersMax"",""#text"":""1024""},{""@Name"":""PageFileSizeInBytes"",""#text"":""1811939328""},{""@Name"":""PageFileSizeStr"",""#text"":""1.69 GB""},{""@Name"":""VolumeSizeInBytes"",""#text"":""106699943936""},{""@Name"":""VolumeSizeStr"",""#text"":""99.38 GB""},{""@Name"":""ClusterSize"",""#text"":""4096""},{""@Name"":""CachedRunsMissCountForMft"",""#text"":""0""},{""@Name"":""CachedRunsMissCountForMftZone"",""#text"":""2""},{""@Name"":""CachedRunsMissCount"",""#text"":""0""}]}}"
62,62,2023-03-08 10:00:02.6205526,142,Info,Microsoft-Windows-Ntfs,Microsoft-Windows-Ntfs/Operational,4,388,DC01.forela.local,1,S-1-5-18,NTFS-formatted drive attached,,,VolumeName: \\?\Volume{c526ee1b-ba64-405c-a85b-a486eddd36cb},IsBootVolume: False,"LowestFreeSpaceInBytes: ","HighestFreeSpaceInBytes: ",,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-1\Artifacts\Microsoft-Windows-NTFS.evtx,0x4000000000200000,0,"{""EventData"":{""Data"":[{""@Name"":""VolumeGuid"",""#text"":""c526ee1b-ba64-405c-a85b-a486eddd36cb""},{""@Name"":""VolumeNameLength"",""#text"":""48""},{""@Name"":""VolumeName"",""#text"":""\\\\?\\Volume{c526ee1b-ba64-405c-a85b-a486eddd36cb}""},{""@Name"":""IsBootVolume"",""#text"":""False""},{""@Name"":""ElapsedSeconds"",""#text"":""0""},{""@Name"":""AvailabeSpaceMinStr"",""#text"":""85.31 MB""},{""@Name"":""AvailabeSpaceMaxStr"",""#text"":""89.31 MB""},{""@Name"":""AvailabeSpaceDeltaStr"",""#text"":""4 MB""},{""@Name"":""AvailableClustersMin"",""#text"":""21839""},{""@Name"":""AvailableClustersMax"",""#text"":""22863""},{""@Name"":""UnallocatedClustersMin"",""#text"":""22863""},{""@Name"":""UnallocatedClustersMax"",""#text"":""22863""},{""@Name"":""ReservedClustersMin"",""#text"":""0""},{""@Name"":""ReservedClustersMax"",""#text"":""0""},{""@Name"":""TxfAbortReservedClustersMin"",""#text"":""1024""},{""@Name"":""TxfAbortReservedClustersMax"",""#text"":""1024""},{""@Name"":""PageFileSizeInBytes"",""#text"":""0""},{""@Name"":""PageFileSizeStr"",""#text"":""0 Bytes""},{""@Name"":""VolumeSizeInBytes"",""#text"":""549449728""},{""@Name"":""VolumeSizeStr"",""#text"":""524 MB""},{""@Name"":""ClusterSize"",""#text"":""4096""},{""@Name"":""CachedRunsMissCountForMft"",""#text"":""0""},{""@Name"":""CachedRunsMissCountForMftZone"",""#text"":""0""},{""@Name"":""CachedRunsMissCount"",""#text"":""0""}]}}"
63,63,2023-03-08 10:05:39.5061714,500,Info,Microsoft-Windows-Ntfs,Microsoft-Windows-Ntfs/Operational,2328,2324,DC01.forela.local,1,S-1-5-18,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-1\Artifacts\Microsoft-Windows-NTFS.evtx,0x4000000000200000,0,"{""EventData"":{""Data"":[{""@Name"":""ProcessName"",""#text"":""dfsrs.exe""},{""@Name"":""VolumeCorrelationId"",""#text"":""17a28535-1e81-4f9f-8b4a-85bb7474b0c9""},{""@Name"":""VolumeNameLength"",""#text"":""2""},{""@Name"":""VolumeName"",""#text"":""C:""},{""@Name"":""JournalId"",""#text"":""0x1D9519933AC1AA9""},{""@Name"":""MaximumSize"",""#text"":""0x20000000""},{""@Name"":""AllocationDelta"",""#text"":""0x800000""}]}}"
64,64,2023-03-08 10:15:02.6744196,158,Info,Microsoft-Windows-Ntfs,Microsoft-Windows-Ntfs/Operational,4,196,DC01.forela.local,1,S-1-5-18,,,,,,,,,,,False,C:\Users\quentin\Documents\repo\writeups\CrownJewel-1\Artifacts\Microsoft-Windows-NTFS.evtx,0x4000000000200000,0,"{""EventData"":{""Data"":[{""@Name"":""VolumeCorrelationId"",""#text"":""17a28535-1e81-4f9f-8b4a-85bb7474b0c9""},{""@Name"":""VolumeNameLength"",""#text"":""2""},{""@Name"":""VolumeName"",""#text"":""C:""},{""@Name"":""UserFileReads"",""#text"":""32067""},{""@Name"":""UserFileReadBytes"",""#text"":""1200610816""},{""@Name"":""UserDiskReads"",""#text"":""32173""},{""@Name"":""UserFileWrites"",""#text"":""1835""},{""@Name"":""UserFileWriteBytes"",""#text"":""235335680""},{""@Name"":""UserDiskWrites"",""#text"":""2128""},{""@Name"":""MetaDataReads"",""#text"":""4408""},{""@Name"":""MetaDataReadBytes"",""#text"":""25804800""},{""@Name"":""MetaDataDiskReads"",""#text"":""5817""},{""@Name"":""MetaDataWrites"",""#text"":""753""},{""@Name"":""MetaDataWriteBytes"",""#text"":""4743168""},{""@Name"":""MetaDataDiskWrites"",""#text"":""1043""},{""@Name"":""MftReads"",""#text"":""4230""},{""@Name"":""MftReadBytes"",""#text"":""17354752""},{""@Name"":""MftWrites"",""#text"":""532""},{""@Name"":""MftWriteBytes"",""#text"":""3166208""},{""@Name"":""Mft2Writes"",""#text"":""0""},{""@Name"":""Mft2WriteBytes"",""#text"":""0""},{""@Name"":""RootIndexReads"",""#text"":""0""},{""@Name"":""RootIndexReadBytes"",""#text"":""0""},{""@Name"":""RootIndexWrites"",""#text"":""0""},{""@Name"":""RootIndexWriteBytes"",""#text"":""0""},{""@Name"":""BitmapReads"",""#text"":""4""},{""@Name"":""BitmapReadBytes"",""#text"":""3256320""},{""@Name"":""BitmapWrites"",""#text"":""147""},{""@Name"":""BitmapWriteBytes"",""#text"":""1003520""},{""@Name"":""MftBitmapReads"",""#text"":""1""},{""@Name"":""MftBitmapReadBytes"",""#text"":""20480""},{""@Name"":""MftBitmapWrites"",""#text"":""21""},{""@Name"":""MftBitmapWriteBytes"",""#text"":""94208""},{""@Name"":""UserIndexReads"",""#text"":""1485""},{""@Name"":""UserIndexReadBytes"",""#text"":""7319552""},{""@Name"":""UserIndexWrites"",""#text"":""271""},{""@Name"":""UserIndexWriteBytes"",""#text"":""1269760""},{""@Name"":""LogFileReads"",""#text"":""9""},{""@Name"":""LogFileReadBytes"",""#text"":""36864""},{""@Name"":""LogFileWrites"",""#text"":""2380""},{""@Name"":""LogFileWriteBytes"",""#text"":""16916480""},{""@Name"":""LogFileFull"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket1"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket2"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket3"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket4"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket5"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket6"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket7"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket8"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket9"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket10"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket11"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket12"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket13"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket14"",""#text"":""0""},{""@Name"":""LogFileFullReasonBucket15"",""#text"":""0""},{""@Name"":""DiskResourceFailure"",""#text"":""0""},{""@Name"":""VolumeTrimCount"",""#text"":""41""},{""@Name"":""VolumeTrimTime"",""#text"":""0""},{""@Name"":""VolumeTrimSize"",""#text"":""383428""},{""@Name"":""AvgVolumeTrimTime"",""#text"":""0""},{""@Name"":""AvgVolumeTrimSize"",""#text"":""9351""},{""@Name"":""VolumeTrimSkippedCount"",""#text"":""0""},{""@Name"":""VolumeTrimSkippedSize"",""#text"":""0""},{""@Name"":""FileLevelTrimCount"",""#text"":""0""},{""@Name"":""FileLevelTrimTime"",""#text"":""0""},{""@Name"":""FileLevelTrimSize"",""#text"":""0""},{""@Name"":""AvgFileLevelTrimTime"",""#text"":""0""},{""@Name"":""AvgFileLevelTrimSize"",""#text"":""0""},{""@Name"":""NtfsFillStatInfoFromMftRecordCalledCount"",""#text"":""0""},{""@Name"":""NtfsFillStatInfoFromMftRecordBailedBecauseOfAttributeListCount"",""#text"":""0""},{""@Name"":""NtfsFillStatInfoFromMftRecordBailedBecauseOfNonResReparsePointCount"",""#text"":""0""}]}}"
